Network Output, Converted
1093, (12, (1, 4))
1398, (15, (8, 3))
232, (2, (11, 4))
1386, (15, (6, 1))
285, (3, (4, 5))
1133, (12, (9, 8))
494, (5, (9, 4))
242, (2, (13, 2))
684, (7, (10, 9))
27, (0, (7, 2))
584, (6, (9, 2))
81, (0, (17, 2))
80, (0, (16, 9))
1327, (14, (11, 10))
1064, (11, (13, 8))
542, (5, (18, 7))
92, (1, (1, 4))
502, (5, (10, 9))
869, (9, (11, 4))
211, (2, (7, 6))
1506, (16, (11, 4))
987, (10, (16, 3))
220, (2, (9, 2))
464, (5, (3, 8))
1566, (17, (5, 8))
55, (0, (12, 3))
1425, (15, (13, 2))
110, (1, (5, 8))
828, (9, (3, 8))
1622, (17, (15, 10))
78, (0, (16, 5))
820, (9, (1, 4))
1200, (13, (5, 4))
627, (6, (17, 2))
261, (2, (16, 7))
989, (10, (16, 7))
891, (9, (15, 4))
1593, (17, (10, 7))
407, (4, (10, 1))
538, (5, (17, 6))
470, (5, (5, 0))
425, (4, (13, 4))
929, (10, (5, 8))
992, (10, (17, 4))
965, (10, (12, 3))
258, (2, (16, 1))
130, (1, (9, 4))
1460, (16, (2, 5))
192, (2, (4, 1))
554, (6, (3, 6))
1202, (13, (5, 8))
735, (8, (3, 4))
314, (3, (9, 8))
208, (2, (7, 0))
362, (3, (19, 6))
1065, (11, (13, 10))
198, (2, (5, 2))
1333, (14, (13, 0))
184, (2, (1, 6))
888, (9, (14, 9))
769, (8, (9, 8))
89, (0, (19, 6))
141, (1, (11, 4))
1277, (14, (2, 3))
1565, (17, (5, 6))
1096, (12, (2, 5))
760, (8, (8, 1))
743, (8, (5, 0))
303, (3, (7, 8))
963, (10, (11, 10))
1131, (12, (9, 4))
490, (5, (8, 7))
845, (9, (7, 0))
1596, (17, (11, 2))
98, (1, (3, 4))
328, (3, (12, 3))
1070, (11, (14, 9))
1344, (14, (15, 0))
1035, (11, (8, 5))
1301, (14, (7, 2))
1238, (13, (12, 3))
119, (1, (7, 4))
618, (6, (15, 4))
1242, (13, (13, 0))
559, (6, (4, 7))
825, (9, (3, 2))
1624, (17, (16, 3))
659, (7, (6, 3))
212, (2, (7, 8))
182, (2, (0, 5))
391, (4, (7, 2))
1028, (11, (7, 2))
1272, (13, (19, 6))
1053, (11, (11, 8))
485, (5, (7, 8))
911, (10, (1, 4))
713, (7, (16, 1))
810, (8, (17, 4))
1270, (13, (18, 7))
1427, (15, (13, 6))
533, (5, (16, 5))
700, (7, (13, 8))
999, (10, (19, 6))
1145, (12, (11, 10))
131, (1, (9, 6))
714, (7, (16, 3))
565, (6, (5, 8))
980, (10, (15, 0))
168, (1, (16, 3))
1592, (17, (10, 5))
599, (6, (11, 10))
1471, (16, (5, 0))
329, (3, (12, 5))
136, (1, (10, 5))
1046, (11, (10, 5))
567, (6, (6, 1))
664, (7, (7, 2))
344, (3, (15, 2))
274, (3, (1, 4))
1412, (15, (10, 9))
800, (8, (15, 4))
712, (7, (15, 10))
728, (8, (0, 5))
57, (0, (12, 7))
675, (7, (9, 2))
1134, (12, (9, 10))
1347, (14, (15, 6))
379, (4, (5, 0))
138, (1, (10, 9))
483, (5, (7, 4))
1546, (16, (20, 5))
859, (9, (9, 6))
521, (5, (14, 3))
453, (4, (19, 6))
1549, (17, (1, 6))
1235, (13, (11, 8))
1543, (16, (18, 7))
1006, (11, (2, 7))
1094, (12, (1, 6))
1081, (11, (16, 9))
681, (7, (10, 3))
164, (1, (15, 6))
21, (0, (6, 1))
719, (7, (17, 4))
97, (1, (3, 2))
1561, (17, (4, 9))
327, (3, (12, 1))
1030, (11, (7, 6))
915, (10, (2, 7))
541, (5, (18, 5))
1555, (17, (3, 6))
964, (10, (12, 1))
105, (1, (4, 9))
22, (0, (6, 3))
1330, (14, (12, 5))
874, (9, (12, 3))
449, (4, (18, 3))
1537, (16, (17, 2))
1420, (15, (12, 3))
213, (2, (7, 10))
1618, (17, (15, 2))
830, (9, (4, 3))
715, (7, (16, 5))
1055, (11, (12, 1))
558, (6, (4, 5))
1625, (17, (16, 5))
1239, (13, (12, 5))
1407, (15, (9, 10))
651, (7, (4, 9))
808, (8, (16, 9))
1268, (13, (18, 3))
382, (4, (5, 6))
590, (6, (10, 3))
1513, (16, (12, 7))
252, (2, (15, 0))
1297, (14, (6, 5))
1241, (13, (12, 9))
589, (6, (10, 1))
572, (6, (7, 0))
842, (9, (6, 5))
1173, (12, (17, 2))
392, (4, (7, 4))
95, (1, (2, 5))
215, (2, (8, 3))
1273, (13, (20, 5))
1209, (13, (7, 0))
342, (3, (14, 9))
1183, (13, (0, 5))
974, (10, (13, 10))
1159, (12, (14, 5))
993, (10, (17, 6))
670, (7, (8, 3))
832, (9, (4, 7))
676, (7, (9, 4))
1103, (12, (4, 3))
1356, (14, (17, 4))
1601, (17, (12, 1))
1087, (11, (18, 5))
486, (5, (7, 10))
1560, (17, (4, 7))
381, (4, (5, 4))
1189, (13, (3, 2))
789, (8, (13, 4))
880, (9, (13, 4))
826, (9, (3, 4))
237, (2, (12, 3))
158, (1, (14, 5))
139, (1, (11, 0))
1163, (12, (15, 2))
1226, (13, (10, 1))
91, (1, (0, 5))
441, (4, (16, 3))
870, (9, (11, 6))
762, (8, (8, 5))
637, (7, (0, 5))
641, (7, (2, 5))
1559, (17, (4, 5))
1056, (11, (12, 3))
1598, (17, (11, 6))
308, (3, (8, 7))
782, (8, (12, 1))
1256, (13, (15, 6))
336, (3, (13, 8))
219, (2, (9, 0))
104, (1, (4, 7))
981, (10, (15, 2))
1303, (14, (7, 6))
848, (9, (7, 6))
1610, (17, (13, 8))
919, (10, (3, 8))
310, (3, (9, 0))
864, (9, (10, 5))
1076, (11, (15, 10))
727, (7, (20, 5))
505, (5, (11, 4))
962, (10, (11, 8))
317, (3, (10, 3))
1492, (16, (8, 9))
283, (3, (4, 1))
350, (3, (16, 3))
69, (0, (14, 9))
284, (3, (4, 3))
1383, (15, (5, 6))
596, (6, (11, 4))
733, (8, (2, 7))
679, (7, (9, 10))
688, (7, (11, 6))
1177, (12, (18, 3))
1503, (16, (10, 9))
434, (4, (15, 0))
54, (0, (12, 1))
1044, (11, (10, 1))
1195, (13, (4, 5))
811, (8, (17, 6))
1377, (15, (4, 5))
580, (6, (8, 5))
1591, (17, (10, 3))
1058, (11, (12, 7))
186, (2, (2, 5))
84, (0, (17, 8))
304, (3, (7, 10))
99, (1, (3, 6))
272, (2, (20, 5))
1484, (16, (7, 4))
180, (1, (19, 6))
124, (1, (8, 3))
214, (2, (8, 1))
1395, (15, (7, 8))
600, (6, (12, 1))
1024, (11, (6, 5))
937, (10, (7, 2))
852, (9, (8, 3))
1410, (15, (10, 5))
1218, (13, (8, 7))
775, (8, (10, 9))
37, (0, (9, 0))
798, (8, (15, 0))
1472, (16, (5, 2))
1172, (12, (16, 9))
1207, (13, (6, 7))
1216, (13, (8, 3))
369, (4, (2, 7))
701, (7, (13, 10))
377, (4, (4, 7))
351, (3, (16, 5))
117, (1, (7, 0))
1359, (14, (18, 3))
418, (4, (12, 1))
380, (4, (5, 2))
724, (7, (18, 7))
1583, (17, (8, 9))
38, (0, (9, 2))
702, (7, (14, 1))
123, (1, (8, 1))
866, (9, (10, 9))
6, (0, (3, 2))
1371, (15, (3, 2))
814, (8, (18, 5))
1424, (15, (13, 0))
548, (6, (1, 6))
1392, (15, (7, 2))
1052, (11, (11, 6))
1086, (11, (18, 3))
755, (8, (7, 2))
1385, (15, (5, 10))
673, (7, (8, 9))
1515, (16, (13, 0))
753, (8, (6, 9))
330, (3, (12, 7))
1109, (12, (5, 4))
165, (1, (15, 8))
1370, (15, (2, 7))
12, (0, (4, 5))
1439, (15, (15, 8))
1485, (16, (7, 6))
115, (1, (6, 7))
217, (2, (8, 7))
697, (7, (13, 2))
601, (6, (12, 3))
1402, (15, (9, 0))
1633, (17, (18, 5))
793, (8, (14, 1))
636, (6, (20, 5))
1072, (11, (15, 2))
17, (0, (5, 4))
1567, (17, (5, 10))
145, (1, (12, 1))
1091, (11, (20, 5))
696, (7, (13, 0))
912, (10, (1, 6))
281, (3, (3, 6))
1286, (14, (4, 5))
988, (10, (16, 5))
1380, (15, (5, 0))
850, (9, (7, 10))
82, (0, (17, 4))
1012, (11, (4, 3))
353, (3, (16, 9))
944, (10, (8, 5))
837, (9, (5, 6))
23, (0, (6, 5))
125, (1, (8, 5))
520, (5, (14, 1))
578, (6, (8, 1))
1465, (16, (3, 8))
325, (3, (11, 8))
1, (0, (1, 4))
345, (3, (15, 4))
493, (5, (9, 2))
1585, (17, (9, 2))
574, (6, (7, 4))
3, (0, (2, 3))
156, (1, (14, 1))
801, (8, (15, 6))
1368, (15, (2, 3))
1587, (17, (9, 6))
42, (0, (9, 10))
626, (6, (16, 9))
400, (4, (8, 9))
500, (5, (10, 5))
103, (1, (4, 5))
1263, (13, (16, 9))
1548, (17, (1, 4))
224, (2, (9, 10))
1230, (13, (10, 9))
163, (1, (15, 4))
902, (9, (17, 6))
374, (4, (4, 1))
1469, (16, (4, 7))
1627, (17, (16, 9))
1037, (11, (8, 9))
560, (6, (4, 9))
1502, (16, (10, 7))
527, (5, (15, 4))
971, (10, (13, 4))
625, (6, (16, 7))
396, (4, (8, 1))
647, (7, (4, 1))
1258, (13, (15, 10))
1153, (12, (13, 4))
665, (7, (7, 4))
2, (0, (1, 6))
273, (3, (0, 5))
288, (3, (5, 0))
532, (5, (16, 3))
1179, (12, (18, 7))
787, (8, (13, 0))
247, (2, (14, 1))
1264, (13, (17, 2))
1426, (15, (13, 4))
1309, (14, (8, 7))
710, (7, (15, 6))
1017, (11, (5, 2))
518, (5, (13, 8))
1532, (16, (16, 1))
846, (9, (7, 2))
448, (4, (17, 8))
46, (0, (10, 7))
301, (3, (7, 4))
1031, (11, (7, 8))
682, (7, (10, 5))
862, (9, (10, 1))
1211, (13, (7, 4))
1139, (12, (10, 9))
594, (6, (11, 0))
443, (4, (16, 7))
1125, (12, (8, 3))
705, (7, (14, 7))
1632, (17, (18, 3))
1164, (12, (15, 4))
839, (9, (5, 10))
1459, (16, (2, 3))
906, (9, (18, 7))
347, (3, (15, 8))
1047, (11, (10, 7))
1232, (13, (11, 2))
315, (3, (9, 10))
1556, (17, (3, 8))
94, (1, (2, 3))
575, (6, (7, 6))
1141, (12, (11, 2))
1197, (13, (4, 9))
935, (10, (6, 9))
438, (4, (15, 8))
319, (3, (10, 7))
112, (1, (6, 1))
1084, (11, (17, 6))
121, (1, (7, 8))
432, (4, (14, 7))
185, (2, (2, 3))
223, (2, (9, 8))
429, (4, (14, 1))
668, (7, (7, 10))
331, (3, (12, 9))
1520, (16, (13, 10))
1127, (12, (8, 7))
1526, (16, (15, 0))
1184, (13, (1, 4))
394, (4, (7, 8))
759, (8, (7, 10))
1458, (16, (1, 6))
275, (3, (1, 6))
979, (10, (14, 9))
241, (2, (13, 0))
1290, (14, (5, 2))
535, (5, (16, 9))
1551, (17, (2, 5))
1457, (16, (1, 4))
1247, (13, (13, 10))
1511, (16, (12, 3))
1343, (14, (14, 9))
1483, (16, (7, 2))
1413, (15, (11, 0))
260, (2, (16, 5))
1379, (15, (4, 9))
551, (6, (2, 7))
74, (0, (15, 8))
785, (8, (12, 7))
552, (6, (3, 2))
1428, (15, (13, 8))
1008, (11, (3, 4))
672, (7, (8, 7))
61, (0, (13, 4))
628, (6, (17, 4))
1099, (12, (3, 4))
343, (3, (15, 0))
1110, (12, (5, 6))
506, (5, (11, 6))
1149, (12, (12, 7))
292, (3, (5, 8))
1165, (12, (15, 6))
609, (6, (13, 8))
780, (8, (11, 8))
270, (2, (19, 4))
984, (10, (15, 8))
752, (8, (6, 7))
176, (1, (18, 3))
786, (8, (12, 9))
1602, (17, (12, 3))
530, (5, (15, 10))
917, (10, (3, 4))
754, (8, (7, 0))
1411, (15, (10, 7))
881, (9, (13, 6))
1191, (13, (3, 6))
1573, (17, (7, 0))
1210, (13, (7, 2))
1612, (17, (14, 1))
1128, (12, (8, 9))
1251, (13, (14, 7))
1045, (11, (10, 3))
316, (3, (10, 1))
455, (5, (0, 5))
1150, (12, (12, 9))
1455, (15, (20, 5))
1206, (13, (6, 5))
1470, (16, (4, 9))
858, (9, (9, 4))
408, (4, (10, 3))
411, (4, (10, 9))
1121, (12, (7, 6))
477, (5, (6, 3))
1519, (16, (13, 8))
598, (6, (11, 8))
1390, (15, (6, 9))
1369, (15, (2, 5))
1367, (15, (1, 6))
397, (4, (8, 3))
34, (0, (8, 5))
1636, (17, (19, 6))
986, (10, (16, 1))
59, (0, (13, 0))
1111, (12, (5, 8))
633, (6, (18, 7))
611, (6, (14, 1))
264, (2, (17, 4))
1122, (12, (7, 8))
172, (1, (17, 2))
90, (0, (20, 5))
1320, (14, (10, 7))
361, (3, (19, 4))
1518, (16, (13, 6))
0, (0, (0, 5))
66, (0, (14, 3))
1614, (17, (14, 5))
488, (5, (8, 3))
642, (7, (2, 7))
1279, (14, (2, 7))
133, (1, (9, 10))
1224, (13, (9, 8))
63, (0, (13, 8))
1467, (16, (4, 3))
1276, (14, (1, 6))
1114, (12, (6, 3))
181, (1, (20, 5))
1088, (11, (18, 7))
1319, (14, (10, 5))
1512, (16, (12, 5))
749, (8, (6, 1))
487, (5, (8, 1))
1097, (12, (2, 7))
1253, (13, (15, 0))
901, (9, (17, 4))
1438, (15, (15, 6))
546, (6, (0, 5))
36, (0, (8, 9))
1229, (13, (10, 7))
77, (0, (16, 3))
321, (3, (11, 0))
946, (10, (8, 9))
1606, (17, (13, 0))
1311, (14, (9, 0))
462, (5, (3, 4))
1040, (11, (9, 4))
339, (3, (14, 3))
24, (0, (6, 7))
894, (9, (15, 10))
706, (7, (14, 9))
1419, (15, (12, 1))
370, (4, (3, 2))
1217, (13, (8, 5))
190, (2, (3, 6))
1168, (12, (16, 1))
1038, (11, (9, 0))
514, (5, (13, 0))
210, (2, (7, 4))
504, (5, (11, 2))
1337, (14, (13, 8))
203, (2, (6, 1))
1280, (14, (3, 2))
1388, (15, (6, 5))
1495, (16, (9, 4))
144, (1, (11, 10))
1203, (13, (5, 10))
951, (10, (9, 8))
1196, (13, (4, 7))
1100, (12, (3, 6))
925, (10, (5, 0))
698, (7, (13, 4))
773, (8, (10, 5))
730, (8, (1, 6))
1143, (12, (11, 6))
1569, (17, (6, 3))
829, (9, (4, 1))
582, (6, (8, 9))
475, (5, (5, 10))
338, (3, (14, 1))
744, (8, (5, 2))
32, (0, (8, 1))
718, (7, (17, 2))
333, (3, (13, 2))
96, (1, (2, 7))
450, (4, (18, 5))
890, (9, (15, 2))
1431, (15, (14, 3))
1265, (13, (17, 4))
323, (3, (11, 4))
1299, (14, (6, 9))
660, (7, (6, 5))
1304, (14, (7, 8))
332, (3, (13, 0))
251, (2, (14, 9))
1140, (12, (11, 0))
836, (9, (5, 4))
363, (3, (20, 5))
630, (6, (17, 8))
794, (8, (14, 3))
1236, (13, (11, 10))
996, (10, (18, 5))
767, (8, (9, 4))
132, (1, (9, 8))
160, (1, (14, 9))
259, (2, (16, 3))
1462, (16, (3, 2))
1418, (15, (11, 10))
726, (7, (19, 6))
1115, (12, (6, 5))
1039, (11, (9, 2))
1450, (15, (18, 3))
1146, (12, (12, 1))
1488, (16, (8, 1))
1130, (12, (9, 2))
1480, (16, (6, 7))
613, (6, (14, 5))
1063, (11, (13, 6))
990, (10, (16, 9))
1394, (15, (7, 6))
1261, (13, (16, 5))
770, (8, (9, 10))
1198, (13, (5, 0))
108, (1, (5, 4))
228, (2, (10, 7))
1437, (15, (15, 4))
195, (2, (4, 7))
941, (10, (7, 10))
933, (10, (6, 5))
1022, (11, (6, 1))
841, (9, (6, 3))
1324, (14, (11, 4))
1486, (16, (7, 8))
207, (2, (6, 9))
1190, (13, (3, 4))
547, (6, (1, 4))
360, (3, (18, 7))
296, (3, (6, 5))
939, (10, (7, 6))
817, (8, (19, 6))
444, (4, (16, 9))
1357, (14, (17, 6))
1001, (11, (0, 5))
253, (2, (15, 2))
662, (7, (6, 9))
522, (5, (14, 5))
540, (5, (18, 3))
268, (2, (18, 5))
367, (4, (2, 3))
1348, (14, (15, 8))
1078, (11, (16, 3))
1208, (13, (6, 9))
1090, (11, (19, 6))
1018, (11, (5, 4))
481, (5, (7, 0))
1351, (14, (16, 3))
472, (5, (5, 4))
154, (1, (13, 8))
417, (4, (11, 10))
1237, (13, (12, 1))
1615, (17, (14, 7))
199, (2, (5, 4))
909, (9, (20, 5))
822, (9, (2, 3))
